internal id	Hallmark	Pathway(s)	Source(s)	Genes
1713	Inducing Angiogenesis	VEGFR2 Mediated Vascular Permeability	humancyc // reactome // smpdb	AKT1, AKT2, AKT3, CALM1, CALM2, CALM3, CAV1, CDH5, CTNNA1, CTNNB1, CTNND1, HSP90AA1, JUP, MAPKAP1, MLST8, MTOR, NOS3, PAK1, PAK2, PAK3, PDPK1, PRR5, RAC1, RICTOR, THEM4, TRIB3, VAV1, VAV2, VAV3
1714	Inducing Angiogenesis	VEGFR3 Signaling In Lymphatic Endothelium	pid	AKT1, COL1A1, COL1A2, CREB1, CRK, FIGF, FLT4, FN1, GRB2, ITGA1, ITGA2, ITGA4, ITGA5, ITGB1, MAP2K4, MAPK1, MAPK11, MAPK14, MAPK3, PIK3CA, PIK3R1, PRRT2, RPS6KA1, SHC1, SOS1, VEGFC
1755	Inducing Angiogenesis	Wnt Signaling Pathway	reactome	ANKRD6, ARID1A, ARR3, ARRB1, ARRB2, AXIN1, BCL9, BTRC, CDH1, CDH10, CDH11, CDH12, CDH13, CDH15, CDH16, CDH17, CDH18, CDH19, CDH2, CDH20, CDH22, CDH23, CDH24, CDH3, CDH4, CDH5, CDH6, CDH7, CDH8, CDH9, CDHR1, CDHR2, CELSR1, CELSR2, CELSR3, CER1, CREBBP, CSNK1A1, CSNK1A1L, CSNK1D, CSNK1E, CSNK1G2, CSNK1G3, CSNK2A2, CSNK2A3, CSNK2B, CTBP1, CTBP2, CTNNA1, CTNNA2, CTNNA3, CTNNAL1, CTNNB1, DACT1, DCHS1, DVL1, DVL2, DVL3, EP300, EP400, FAT1, FAT2, FAT3, FBXW11, FRZB, FZD1, FZD10, FZD2, FZD3, FZD4, FZD5, FZD6, FZD7, FZD8, FZD9, GNA11, GNA14, GNA15, GNAQ, GNB1, GNB2, GNB3, GNB4, GNG10, GNG12, GNG13, GNG2, GNG3, GNG4, GNG5, GNG7, GNG8, GSK3B, HDAC1, HDAC2, HDAC3, HDAC8, HLTF, INO80, ITPR1, ITPR2, ITPR3, KREMEN1, KREMEN2, LEF1, LRP5, LRP6, MAP3K7, NFATC1, NFATC2, NFATC3, NFATC4, NKD1, NKD2, NLK, PCDH1, PCDH10, PCDH11X, PCDH11Y, PCDH12, PCDH15, PCDH18, PCDH19, PCDH20, PCDH7, PCDH8, PCDH9, PCDHA1, PCDHA10, PCDHA11, PCDHA12, PCDHA13, PCDHA2, PCDHA3, PCDHA4, PCDHA5, PCDHA6, PCDHA7, PCDHA8, PCDHA9, PCDHAC1, PCDHAC2, PCDHB1, PCDHB10, PCDHB11, PCDHB12, PCDHB13, PCDHB14, PCDHB15, PCDHB16, PCDHB2, PCDHB3, PCDHB4, PCDHB5, PCDHB6, PCDHB7, PCDHB8, PCDHGA1, PCDHGA10, PCDHGA11, PCDHGA12, PCDHGA2, PCDHGA3, PCDHGA5, PCDHGA6, PCDHGA7, PCDHGA8, PCDHGB1, PCDHGB2, PCDHGB4, PCDHGB6, PCDHGB7, PCDHGC3, PCDHGC4, PCDHGC5, PLCB1, PLCB2, PLCB3, PLCB4, PPP2CA, PPP2CB, PPP2R5A, PPP2R5B, PPP2R5C, PPP2R5D, PPP2R5E, PPP3CA, PPP3CB, PPP3CC, PPP3R1, PPP3R2, PRKCA, PRKCB, PRKCD, PRKCE, PRKCG, PRKCH, PRKCI, PRKCQ, PRKCZ, PYGO1, PYGO2, SAG, SFRP1, SFRP2, SFRP4, SFRP5, SIAH1, SMAD1, SMAD4, SMAD5, SMARCA2, SMARCA4, SMARCAL1, SMARCB1, SMARCC1, SMARCC2, SMARCD1, SMARCD2, SMARCD3, SMARCE1, SRCAP, TBL1X, TBL1XR1, TBL1Y, TCF7L1, TCF7L2, TLE1, TLE2, TLE3, TLE4, WNT1, WNT10A, WNT10B, WNT11, WNT16, WNT2, WNT2B, WNT3, WNT3A, WNT4, WNT5A, WNT5B, WNT6, WNT7A, WNT7B, WNT8A, WNT8B, WNT9A, WNT9B
165	Genome Instability and Mutation	AndrogenReceptor	netpath	AES, AHR, AKT1, APPL1, AR, ARNT, ATF2, BAG1, BRCA1, BRINP1, CALR, CASP1, CASP3, CASP7, CASP8, CAV1, CCND1, CCND3, CCNE1, CCNH, CDC25A, CDC25B, CDC37, CDK1, CDK11B, CDK5, CDK7, CDK9, CEBPA, COX5B, CREB1, CREBBP, CTNNB1, DAPK3, DAXX, DBT, DDC, DDX5, EFCAB6, EGFR, EP300, ERCC2, ERCC3, ESR1, ETV5, FHL2, FKBP4, FLNA, FOXA1, FOXO1, GAPDH, GSK3B, GSN, GTF2F1, GTF2F2, GTF2H1, GTF2H2, GTF2H3, GTF2H4, HDAC1, HDAC7, HIPK3, HSP90AA1, HSP90B1, HSPA1A, HSPA1B, HSPA4, HSPA5, HSPA7, HSPA8, HSPB1, IL6ST, JUN, KAT2B, KAT5, KAT7, KDM1A, KDM3A, KDM4C, LAMTOR5, LPXN, MAGEA11, MDM2, MNAT1, NCOA1, NCOA2, NCOA3, NCOA4, NCOA6, NCOR1, NCOR2, NELFCD, NONO, NR0B2, NR2C1, NR2C2, NR3C1, NRIP1, NSD1, PA2G4, PAK6, PARK7, PARP1, PATZ1, PELP1, PIAS1, PIAS2, PIAS3, PIAS4, PIK3R1, PIK3R2, PLAGL1, PNRC1, POU2F1, PPP1CA, PPP1R14A, PRDX1, PRMT1, PRMT2, PSMC3IP, PTEN, PTK2, PXN, RAC3, RACK1, RAD54L2, RAN, RANBP9, RB1, RBAK, RCHY1, RNF14, RNF4, RNF6, RUNX1, RUNX2, SENP1, SF1, SIN3A, SIRT1, SLC25A4, SMAD3, SMARCC1, SMARCE1, SNURF, SP1, SPDEF, SRC, SRY, STAT3, STUB1, SVIL, TCF4, TGFB1I1, TGIF1, TMF1, TOP1, TRIM68, UBE2I, UBE3A, UXT, VIP, WHSC1, XRCC5, XRCC6, ZMIZ1, ZMIZ2
56	Genome Instability and Mutation	ATF 2 Transcription Factor Network	pid	ACHE, ARG1, ATF2, ATF3, BCL2, BCL2L1, BRCA1, CBFB, CCNA2, CCND1, CDK4, COL24A1, CREB1, CSRP2, CUL3, CXCL8, DDIT3, DUSP1, DUSP10, DUSP5, DUSP8, EP300, ESR1, FOS, GADD45A, H2AFY, HBG2, HES1, HRK, IFNG, IL23A, IL6, INS, JDP2, JUN, JUNB, JUND, KAT5, MAPK1, MAPK11, MAPK14, MAPK3, MAPK8, MAPK9, MMP2, NF1, NOS2, PDGFRA, PLAU, POU2F1, PPARGC1A, PRKCA, RB1, RUVBL2, SELE, SERPINB5, SOCS3, TGFB2, TH
60	Genome Instability and Mutation	ATM Pathway	pid	ABL1, ATM, BID, BLM, BRCA1, CDC25A, CDC25C, CHEK2, CTBP1, DCLRE1C, FAM175A, FANCD2, H2AFX, KAT5, MDC1, MDM2, MRE11A, NBN, RAD17, RAD50, RAD9A, RBBP8, RFWD2, RNF8, SMC1A, SMC3, TERF2, TOP3A, TP53BP1, TRIM28, UBE2N, UIMC1, XRCC4, YWHAB
65	Genome Instability and Mutation	ATR Signaling Pathway	pid	ATR, ATRIP, BRCA2, BTRC, CCNA2, CDC25A, CDC25C, CDC6, CDK2, CEP164, CHEK1, CLSPN, FANCD2, FBXW11, HUS1, MCM2, MCM7, MDM2, NBN, PLK1, PPP2CA, PPP2R1A, PPP2R2B, RAD1, RAD17, RAD51, RAD9A, RFC2, RFC3, RFC4, RFC5, RPA1, RPA2, SMARCAL1, TIMELESS, TIPIN, TOPBP1, YWHAB, YWHAZ
205	Genome Instability and Mutation	Aurora A Signaling	pid	AJUBA, AKT1, ARHGEF7, AURKA, AURKAIP1, AURKB, BIRC5, BRCA1, CDC25B, CENPA, CKAP5, CPEB1, DLGAP5, FZR1, GADD45A, GIT1, GSK3B, KPNA1, KPNB1, MDM2, NDEL1, NFKBIA, OAZ1, PAK1, PPP2R5D, PRKACA, RAN, RASA1, TACC1, TACC3, TDRD7, TP53, TPX2
217	Genome Instability and Mutation	BARD1 Signaling Events	reactome	ATM, ATR, BACH1, BARD1, BRCA1, CCNE1, CDK2, CSTF1, EWSR1, FANCA, FANCC, FANCD2, FANCE, FANCF, FANCG, FANCL, MRE11A, NBN, PCNA, PRKDC, RAD50, RAD51, RBBP8, TOPBP1, TP53, UBE2D3, UBE2L3, XRCC5, XRCC6
386	Genome Instability and Mutation	Coregulation Of Androgen Receptor Activity	reactome	AKT1, APPL1, AR, BRCA1, CARM1, CASP8, CCND1, CCND3, CDK11B, CDK6, CDKN2A, CMTM2, CTDSP1, CTDSP2, CTNNB1, FHL2, FKBP4, GSN, HIP1, HNRNPA1, KDM1A, KDM3A, KDM4C, KLK2, KLK3, LATS2, MAK, MED1, NCOA2, NCOA4, NCOA6, NKX3-1, NRIP1, PA2G4, PATZ1, PAWR, PELP1, PIAS1, PIAS3, PIAS4, PRDX1, PRKDC, PTK2B, RANBP9, RPS6KA3, SNURF, SRF, SVIL, TCF4, TGFB1I1, TGIF1, TMF1, TMPRSS2, UBA3, UBE2I, UBE3A, VAV3, XRCC5, XRCC6, ZMIZ1, ZNF318
420	Genome Instability and Mutation	DNA Damage Recognition In GG NER	reactome	ACTB, ACTL6A, ACTR5, ACTR8, CETN2, COPS2, COPS3, COPS4, COPS5, COPS6, COPS7A, COPS7B, COPS8, CUL4A, CUL4B, DDB1, DDB2, GPS1, INO80, INO80B, INO80C, INO80D, INO80E, MCRS1, NFRKB, PARP1, PARP2, RAD23A, RAD23B, RBX1, RPS27A, RUVBL1, TFPT, UBA52, UBB, UBC, XPC, YY1
421	Genome Instability and Mutation	DNA Damage/Telomere Stress Induced Senescence	reactome	ACD, ATM, CCNA1, CCNA2, CCNE1, CCNE2, CDK2, CDKN1A, CDKN1B, EP400, H2AFB1, H2AFX, H2AFZ, H2BFS, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AJ, HIST1H2BA, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, HIST2H2AA3, HIST2H2AA4, HIST2H2AC, HIST2H2BE, HIST2H4A, HIST2H4B, HIST3H2BB, HIST3H3, HIST4H4, KAT5, MRE11A, NBN, POT1, RAD50, TERF1, TERF2, TERF2IP, TINF2, TP53
485	Genome Instability and Mutation	Dual Incision In TC NER // Gap Filling DNA Repair Synthesis And Ligation In TC NER	kegg	AQR, CCNH, CDK7, CUL4A, CUL4B, DDB1, EP300, ERCC1, ERCC2, ERCC3, ERCC4, ERCC5, ERCC6, ERCC8, GTF2H1, GTF2H2, GTF2H3, GTF2H4, GTF2H5, HMGN1, ISY1, LIG1, LIG3, MNAT1, PCNA, POLD1, POLD2, POLD3, POLD4, POLE, POLE2, POLK, POLR2A, POLR2B, POLR2C, POLR2D, POLR2E, POLR2F, POLR2G, POLR2H, POLR2I, POLR2J, POLR2K, POLR2L, PPIE, PRPF19, RBX1, RFC1, RFC2, RFC3, RFC4, RFC5, RPA1, RPA2, RPA3, RPS27A, TCEA1, UBA52, UBB, UBC, USP7, UVSSA, XAB2, XPA, XRCC1, ZNF830
489	Genome Instability and Mutation	E2F Transcription Factor Network	pid	APAF1, ATM, BRCA1, CASP7, CBX5, CCNA2, CCND3, CCNE1, CCNE2, CDC25A, CDC6, CDK1, CDK2, CDKN1A, CDKN1B, CDKN2A, CDKN2C, CEBPA, CES1, CES1P1, CES2, CES3, CES4A, CES5A, CREBBP, DHFR, E2F1, E2F2, E2F3, E2F4, E2F5, E2F6, E2F7, E2F8, EP300, HBP1, HDAC1, HIC1, KAT2A, KAT2B, MAD2L1BP, MCL1, MCM3, MYBL2, MYC, ORC1, PLAU, POLA1, PRMT5, PTGDR, RANBP1, RB1, RBBP4, RBBP8, RBL1, RBL2, RRM1, RRM2, RYBP, SERPINE1, SIRT1, SMARCA2, SP1, SULT2A1, TFDP1, TFDP2, TFE3, TK1, TOPBP1, TP73, TRIM28, TRRAP, TYMS, UXT, WASF1, XRCC1, YY1
577	Genome Instability and Mutation	FOXA1 Transcription Factor Network	reactome	AP1B1, APOB, AR, ATP5J, BRCA1, C4BPB, CCND1, CDKN1B, CEBPB, COL18A1, CREBBP, CYP2C18, DSCAM, EP300, ESR1, FOS, FOXA1, FOXA2, FOXA3, GCG, INS, JUN, KLK3, NCOA3, NDUFV3, NFIA, NFIB, NFIC, NKX3-1, NR2F2, NRIP1, PISD, POU2F1, PRDM15, SCGB1A1, SERPINA1, SFTPA1, SFTPA2, SFTPD, SHH, SOD1, SP1, TFF1, VTN, XBP1
579	Genome Instability and Mutation	FOXM1 Transcription Factor Network	reactome	AURKB, BIRC5, BRCA2, CCNA2, CCNB1, CCNB2, CCND1, CCNE1, CDC25B, CDK1, CDK2, CDK4, CDKN2A, CENPA, CENPB, CENPF, CHEK2, CKS1B, CREBBP, EP300, ESR1, ETV5, FOS, FOXM1, GAS1, GSK3A, HIST1H2BA, HSPA1A, HSPA1B, HSPA7, LAMA4, MAP2K1, MMP2, MYC, NEK2, NFATC3, ONECUT1, PLK1, RB1, SKP2, SP1, TGFA, XRCC1
648	Genome Instability and Mutation	G2/M DNA Damage Checkpoint // Processing Of DNA Double Strand Break Ends	reactome	ATM, ATR, ATRIP, BABAM1, BARD1, BLM, BRCA1, BRCC3, BRE, BRIP1, CCNA1, CCNA2, CDK2, CHEK1, CHEK2, CLSPN, DNA2, EXO1, FAM175A, H2AFX, H2BFS, HERC2, HIST1H2BA, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, HIST2H2BE, HIST2H4A, HIST2H4B, HIST3H2BB, HIST3H3, HIST4H4, HUS1, KAT5, MDC1, MRE11A, NBN, PIAS4, PPP4C, PPP4R2, RAD1, RAD17, RAD50, RAD9A, RAD9B, RBBP8, RFC2, RFC3, RFC4, RFC5, RHNO1, RMI1, RMI2, RNF168, RNF4, RNF8, RPA1, RPA2, RPA3, RPS27A, SIRT6, SUMO1, SUMO2, TIMELESS, TIPIN, TOP3A, TOPBP1, TP53, TP53BP1, UBA52, UBB, UBC, UBE2I, UBE2N, UBE2V2, UIMC1, WHSC1, WRN
673	Genome Instability and Mutation	Gap Filling DNA Repair Synthesis And Ligation In GG NER	panther	LIG1, LIG3, PCNA, POLD1, POLD2, POLD3, POLD4, POLE, POLE2, POLK, RFC1, RFC2, RFC3, RFC4, RFC5, RPA1, RPA2, RPA3, RPS27A, UBA52, UBB, UBC, XRCC1
741	Genome Instability and Mutation	HDR Through Homologous Recombination (HRR)	reactome	ATM, BARD1, BLM, BRCA1, BRCA2, BRIP1, DNA2, EXO1, KAT5, MRE11A, NBN, PALB2, PCNA, POLD1, POLD2, POLD3, POLD4, POLE, POLE2, POLH, POLK, RAD50, RAD51, RAD51AP1, RAD51B, RAD51C, RAD51D, RBBP8, RFC1, RFC2, RFC3, RFC4, RFC5, RMI1, RMI2, RPA1, RPA2, RPA3, RPS27A, TOP3A, UBA52, UBB, UBC, WRN, XRCC2, XRCC3
743	Genome Instability and Mutation	HDR Through Single Strand Annealing (SSA)	reactome	ABL1, ATM, ATR, ATRIP, BARD1, BLM, BRCA1, BRIP1, DNA2, ERCC1, ERCC4, EXO1, HUS1, KAT5, MRE11A, NBN, RAD1, RAD17, RAD50, RAD51, RAD52, RAD9A, RAD9B, RBBP8, RFC2, RFC3, RFC4, RFC5, RHNO1, RMI1, RMI2, RPA1, RPA2, RPA3, TOP3A, TOPBP1, WRN
778	Genome Instability and Mutation	Homologous DNA Pairing And Strand Exchange // Resolution Of D Loop Structures Through Synthesis Dependent Strand Annealing (SDSA)	reactome	ATM, BARD1, BLM, BRCA1, BRCA2, BRIP1, DNA2, EXO1, KAT5, MRE11A, NBN, PALB2, RAD50, RAD51, RAD51AP1, RAD51B, RAD51C, RAD51D, RBBP8, RMI1, RMI2, RTEL1, TOP3A, WRN, XRCC2, XRCC3
877	Genome Instability and Mutation	Integrated Breast Cancer Pathway	pid	AKT1, ALKBH1, APOBEC3G, AQP7P3, AR, ARAF, ATF1, ATM, ATR, BACH1, BAD, BAK1, BARD1, BCL2, BID, BLM, BMPR2, BRAF, BRCA1, CCNB1IP1, CCND1, CDC25A, CDC25B, CDK2, CDK4, CERK, CHEK1, CHEK2, CHUK, CTNNB1, DCAKD, E2F1, EDAR, EGFR, FAU, FER, FILIP1, FOSL2, GSK3A, HDAC1, HIPK2, JAK1, JAKMIP1, LGALS13, MAP3K7CL, MAX, MDM2, MMP1, MSH2, MYC, MYT1, NAB1, NF1, NFKB1, NOXA1, ODC1, PAK1, PIAS1, PIK3R2, PKIA, PLK1, PML, PTEN, RAC1, RAD51, RALA, RB1, RHEB, RRAS, SIRT1, SMAD1, SMAD2, SMAD4, SMAD6, SMAD7, SMARCA4, STAT1, TAB1, TGFBR1, TP53, TPR, TRADD, TSC1, UBE2F, USP15, USP16, USP21, WEE1, ZMIZ1, ZMYND8
878	Genome Instability and Mutation	Integrated Cancer Pathway	panther	AKT1, ATM, ATR, BAD, BAX, BCL2, BLM, BRCA1, CASP3, CASP8, CASP9, CDK1, CDK2, CDK4, CDKN1A, CDKN1B, CDKN2B, CHEK1, CHEK2, E2F1, JAK1, MAP3K5, MDM2, MMP1, MRE11A, MSH2, MSH6, NOXA1, POU2F1, PTEN, RAD50, RB1, SMAD2, SMAD3, STAT1, TP53
985	Genome Instability and Mutation	Meiotic Recombination	reactome	ATM, BLM, BRCA1, BRCA2, CDK2, CDK4, DMC1, H2AFB1, H2AFX, H2AFZ, H2BFS, H3F3A, H3F3B, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AJ, HIST1H2BA, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, HIST2H2AA3, HIST2H2AA4, HIST2H2AC, HIST2H2BE, HIST2H3A, HIST2H3C, HIST2H3D, HIST2H4A, HIST2H4B, HIST3H2BB, HIST3H3, HIST4H4, MLH1, MLH3, MND1, MRE11A, MSH4, MSH5, NBN, PRDM9, PSMC3IP, RAD50, RAD51, RAD51C, RBBP8, RPA1, RPA2, RPA3, SPO11, TEX15, TOP3A
986	Genome Instability and Mutation	Meiotic Synapsis	humancyc // smpdb	ACD, ATR, BRCA1, DIDO1, FKBP6, H2AFB1, H2AFX, H2AFZ, H2BFS, HIST1H2AB, HIST1H2AC, HIST1H2AD, HIST1H2AE, HIST1H2AJ, HIST1H2BA, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, HIST2H2AA3, HIST2H2AA4, HIST2H2AC, HIST2H2BE, HIST2H4A, HIST2H4B, HIST3H2BB, HIST3H3, HIST4H4, HSPA2, LMNA, LMNB1, POT1, RAD21, REC8, SMC1A, SMC1B, SMC3, STAG1, STAG2, STAG3, SUN1, SUN2, SYCE1, SYCE2, SYCP1, SYCP2, SYCP3, SYNE1, SYNE2, TERF1, TERF2, TERF2IP, TEX12, TINF2, UBE2I
1824	Genome Instability and Mutation	MiRNAs Involved In DNA Damage Response	reactome	ATM, CDC25A, CDK6, CDKN1B, CREB1, H2AFX, MYC, TP53
1120	Genome Instability and Mutation	Nonhomologous End Joining (NHEJ)	kegg	ATM, BABAM1, BARD1, BRCA1, BRCC3, BRE, DCLRE1C, FAM175A, H2AFX, H2BFS, HERC2, HIST1H2BA, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, HIST2H2BE, HIST2H4A, HIST2H4B, HIST3H2BB, HIST3H3, HIST4H4, KAT5, LIG4, MDC1, MRE11A, NBN, NHEJ1, PAXIP1, PIAS4, POLL, POLM, PRKDC, RAD50, RIF1, RNF168, RNF8, SUMO1, TDP1, TDP2, TP53BP1, UBE2N, UBE2V2, UIMC1, WHSC1, XRCC4, XRCC5, XRCC6
1842	Genome Instability and Mutation	P53 Dependent G1 DNA Damage Response	pid // wikipathways	CCNA1, CCNA2, CCNE1, CCNE2, CDK2, CDKN1A, CDKN1B
1843	Genome Instability and Mutation	P73 Transcription Factor Network	panther	ABL1, ADA, AEN, AFP, BAK1, BAX, BBC3, BCL2L11, BIN1, BRCA2, BUB1, BUB3, CASP2, CCNA2, CCNB1, CCNE1, CCNE2, CDK1, CDK2, CDK6, CDKN1A, CHEK1, CLCA2, DCP1B, DEDD, EP300, FAS, FASN, FBXO45, FLOT2, FOXO3, GATA1, GDF15, GRAMD4, HAGH, HEY2, HSF1, IL1RAP, IL4R, ITCH, JAG2, JAK1, KAT5, MAPK11, MAPK14, MDM2, MYC, NDUFS2, NEDD4L, NTRK1, PEA15, PFDN5, PIN1, PLK1, PLK3, PLPP1, PML, PRKACB, RACK1, RAD51, RB1, RCHY1, RELA, RNF43, S100A2, SERPINA1, SERPINE1, SFN, SIRT1, SP1, TP53AIP1, TP53I3, TP63, TP73, TUBA1A, UBE4B, WT1, WWOX, YAP1
1259	Genome Instability and Mutation	Presynaptic Phase Of Homologous DNA Pairing And Strand Exchange	reactome	ATM, ATR, ATRIP, BARD1, BLM, BRCA1, BRCA2, BRIP1, CHEK1, DNA2, EXO1, HUS1, KAT5, MRE11A, NBN, RAD1, RAD17, RAD50, RAD51, RAD51B, RAD51C, RAD51D, RAD9A, RAD9B, RBBP8, RFC2, RFC3, RFC4, RFC5, RHNO1, RMI1, RMI2, RPA1, RPA2, RPA3, TOP3A, TOPBP1, WRN, XRCC2
1327	Genome Instability and Mutation	Recognition Of DNA Damage By PCNA Containing Replication Complex	inoh	CUL4A, CUL4B, DDB1, DTL, PCNA, POLD1, POLD2, POLD3, POLD4, POLE, POLE2, RAD18, RBX1, RFC1, RFC2, RFC3, RFC4, RFC5, RPA1, RPA2, RPA3, RPS27A, UBA52, UBB, UBC, UBE2B, USP1, ZBTB32
1328	Genome Instability and Mutation	Recruitment And ATM Mediated Phosphorylation Of Repair And Signaling Proteins At DNA Double Strand Breaks	reactome	ABL1, APBB1, ATM, BABAM1, BARD1, BAZ1B, BRCA1, BRCC3, BRE, CHEK2, EYA1, EYA2, EYA3, EYA4, FAM175A, H2AFX, H2BFS, HERC2, HIST1H2BA, HIST1H2BB, HIST1H2BC, HIST1H2BD, HIST1H2BE, HIST1H2BF, HIST1H2BG, HIST1H2BH, HIST1H2BI, HIST1H2BJ, HIST1H2BK, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST1H2BO, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, HIST2H2BE, HIST2H4A, HIST2H4B, HIST3H2BB, HIST3H3, HIST4H4, KAT5, KDM4A, KDM4B, MAPK8, MDC1, MRE11A, NBN, PIAS4, PPP5C, RAD50, RNF168, RNF8, RPS27A, SMARCA5, SUMO1, TP53, TP53BP1, UBA52, UBB, UBC, UBE2I, UBE2N, UBE2V2, UIMC1, WHSC1
1357	Genome Instability and Mutation	Regulation Of TP53 Activity Through Phosphorylation	reactome	ATM, ATR, ATRIP, AURKA, AURKB, BARD1, BLM, BRCA1, BRIP1, CCNA1, CCNA2, CDK2, CDK5, CDK5R1, CHEK1, CHEK2, CSNK2A1, CSNK2A2, CSNK2B, DNA2, DYRK2, EXO1, HIPK1, HIPK2, HUS1, KAT5, MAPK11, MAPK14, MAPKAPK5, MDM2, MDM4, MRE11A, NBN, NOC2L, NUAK1, PIN1, PLK3, PRKAA1, PRKAA2, PRKAB1, PRKAB2, PRKAG1, PRKAG2, PRKAG3, RAD1, RAD17, RAD50, RAD9A, RAD9B, RBBP8, RFC2, RFC3, RFC4, RFC5, RHNO1, RMI1, RMI2, RPA1, RPA2, RPA3, RPS27A, SSRP1, STK11, SUPT16H, TAF1, TAF10, TAF11, TAF12, TAF13, TAF1L, TAF2, TAF3, TAF4, TAF4B, TAF5, TAF6, TAF9, TAF9B, TBP, TOP3A, TOPBP1, TP53, TP53INP1, TP53RK, TPX2, UBA52, UBB, UBC, WRN
1386	Genome Instability and Mutation	Resolution Of D Loop Structures Through Holliday Junction Intermediates	reactome	ATM, BARD1, BLM, BRCA1, BRCA2, BRIP1, DNA2, EME1, EME2, EXO1, GEN1, KAT5, MRE11A, MUS81, NBN, PALB2, RAD50, RAD51, RAD51AP1, RAD51B, RAD51C, RAD51D, RBBP8, RMI1, RMI2, SLX1A, SLX1B, SLX4, SPIDR, TOP3A, WRN, XRCC2, XRCC3
1425	Genome Instability and Mutation	SUMOylation Of DNA Damage Response And Repair Proteins	reactome	AAAS, BLM, BMI1, BRCA1, CBX2, CBX4, CBX8, CDKN2A, CETN2, EID3, HDAC7, HERC2, MDC1, NDC1, NSMCE1, NSMCE2, NSMCE3, NSMCE4A, NUP107, NUP133, NUP153, NUP155, NUP160, NUP188, NUP205, NUP210, NUP214, NUP35, NUP37, NUP43, NUP50, NUP54, NUP58, NUP62, NUP85, NUP88, NUP93, NUP98, NUPL2, PARP1, PCGF2, PHC1, PHC2, PHC3, PIAS1, PIAS2, PIAS4, PML, POM121, POM121C, RAD21, RAD52, RAE1, RANBP2, RING1, RNF168, RNF2, RPA1, SCMH1, SEH1L, SMC1A, SMC3, SMC5, SMC6, SP100, STAG1, STAG2, SUMO1, SUMO2, SUMO3, TDG, TPR, UBE2I, WRN, XPC, XRCC4
